frame_num,object,track_id,speed_km_h,distance_m
20,players,2,11.921043109073263,3.223015629139957
20,players,6,10.534757449482957,4.248022138014065
20,players,10,3.9964352084799226,1.274914054776133
20,players,7,8.49553935984263,1.4721313896986847
20,players,9,11.095861306043505,2.0947462970202335
20,players,1,17.096703691165413,4.487264819421851
20,players,4,1.993165296823232,0.7966221570923877
20,players,14,10.236780731035948,2.284310899648089
20,players,17,3.616673410414878,1.539747336342968
20,players,8,3.027541740309015,2.251069043525491
20,players,12,5.972371570769592,1.8111484046767883
20,players,19,1.8960321009457555,1.445969534201996
25,players,2,11.943343636771912,3.914181348860554
25,players,6,7.3881535548642665,4.675577320587228
25,players,1,14.318822629852669,5.315900388279066
25,players,11,4.228645660245044,1.9715172206714615
25,players,7,8.243126115814155,1.9491641510305224
25,players,4,0.3686045170451217,0.8179534370139804
25,players,10,4.0996679660825475,1.512163358368873
25,players,8,2.686672898223245,2.4065477992097066
25,players,9,17.05694810660006,3.0818382013373666
25,players,14,7.367527464382561,2.7106724427257833
25,players,12,11.78049553078779,2.492890044189971
25,players,30,3.8240858472577575,0.22130126430889802
25,players,19,7.614938173038871,1.8866488266232269
25,players,17,9.596459027160034,2.0950979744888034
30,players,7,6.8432677108726505,2.3451865880023193
30,players,10,1.9035457066048416,1.6223222534270234
30,players,11,7.999939508666223,2.4344766829785347
30,players,30,4.180570903571507,0.463232450858175
30,players,4,4.184848853512828,1.0601321901107876
30,players,9,9.652108339644972,3.6404092858075616
30,players,14,11.377496462181082,3.369092376879781
30,players,2,10.717832046651978,4.534426258967729
30,players,6,5.699728833521407,5.005422739193792
30,players,8,2.6539302237199616,2.560131724193501
30,players,12,9.500284840774906,3.04267504654963
30,players,1,19.041641411745132,6.417847229236539
30,players,19,9.586911212270625,2.4414469291851844
30,players,17,3.833318789569336,2.3169335525888806
35,players,11,10.387418363324537,3.035600430856112
35,players,6,2.7201298703684578,5.162837662247522
35,players,10,8.97325355083015,2.141607759840805
35,players,7,9.898920881380283,2.9180408056747895
35,players,1,16.375671498063532,7.365513403892994
35,players,30,11.950615713659506,1.1548190083616188
35,players,9,11.780599746785372,4.322156956339122
35,players,14,4.804281231280995,3.647117911097431
35,players,2,19.759018629278454,5.677887985199121
35,players,4,2.6500526047116737,1.213491715846417
35,players,12,1.4186324544812103,3.124771832109885
35,players,8,2.028720340083024,2.6775345216520092
35,players,17,7.599793270761706,2.756736403906109
35,players,19,5.13077392401981,2.7383667164548493
40,players,11,1.7963897882283046,3.1395581732304354
40,players,7,5.809571491546049,3.2542428595837043
40,players,1,13.091616324527525,8.123130089340188
40,players,2,10.529471465096048,6.2872323986884755
40,players,4,3.486967809618932,1.4152838344586236
40,players,10,7.4752235798901445,2.5742017170103733
40,players,6,5.366862456107016,5.473419980309271
40,players,30,3.0388439092724626,1.3306780308889603
40,players,14,6.204119622572293,4.006152611477772
40,players,12,9.156624593273996,3.654669088665093
40,players,8,10.358852621446392,3.277005159467194
40,players,17,6.96476232840356,3.159789779392426
40,players,19,20.79361534699304,3.941700937924354
40,players,9,11.539239298565146,4.98993700833942
45,players,11,9.270185060979658,3.6760272161112026
45,players,30,6.669845071499312,1.716664435489615
45,players,2,7.153606881189039,6.7012142783869155
45,players,7,5.153274214769897,3.5524647470125177
45,players,6,5.44717980656558,5.788650293189224
45,players,10,2.963848731217965,2.7457207408077093
45,players,1,18.380107773287765,9.186793733627674
45,players,4,1.1828115740879583,1.4837335783294545
45,players,14,8.114834398048133,4.475761083587039
45,players,9,15.818569065372746,5.9053634588818245
45,players,12,7.497696054305857,4.088563536252238
45,players,8,8.178596398484425,3.750303562157265
45,players,17,3.3102191857816985,3.351353389680719
45,players,19,7.810455756827683,4.393694905333364
50,players,11,5.693309166989663,4.005501126237919
50,players,4,0.485319504426153,1.5118191977985607
50,players,10,4.134673363887818,2.9849958197364024
50,players,30,11.624426652101707,2.389374311189945
50,players,8,10.135109862427518,4.336826123640339
50,players,7,4.480586443785855,3.811757943990866
50,players,1,11.34501075956695,9.84333370813965
50,players,9,13.633963314115555,6.6943659654857335
50,players,6,2.6887402571442784,5.944248687699888
50,players,2,7.401352218581209,7.129533272517772
50,players,14,1.0559294481385362,4.536868111835797
50,players,12,6.504318406902342,4.464970851466494
50,players,17,3.2109413654573866,3.5371717557372806
50,players,19,7.202276358306832,4.810493305698342
55,players,11,4.917340466981957,4.2900694402993755
55,players,2,9.288969786475842,7.66708939442031
55,players,30,6.635712243585793,2.773385436397456
55,players,9,8.727904894580576,7.19945305429248
55,players,10,6.51824719082653,3.36220919883516
55,players,7,5.999260656450666,4.158937380128057
55,players,8,12.344724934728644,5.051219927733432
55,players,14,1.9500184787816903,4.64971640343196
55,players,1,7.631673609187295,10.2849814864491
55,players,4,4.747559790090176,1.786562241206557
55,players,6,1.7464536272976767,6.045316605946281
55,players,12,9.676854625271666,5.024974012651197
55,players,17,8.96765709945055,4.056133393436966
55,players,19,11.141336069952244,5.455246550487246
60,players,1,9.204096048363954,10.817625933692383
60,players,4,7.26948608164889,2.2072500931538306
60,players,7,11.786788717511795,4.8410432086877675
60,players,6,1.4614955540762382,6.129893894955323
60,players,10,3.2363167535256467,3.5494960479975237
60,players,9,10.832584755256939,7.826338746147627
60,players,12,0.3142339991715745,5.043158850566218
60,players,30,6.173606946858361,3.130654356933241
60,players,11,6.389936451665471,4.659857429400387
60,players,8,11.492229462858257,5.7162795031303215
60,players,14,0.25249271100212267,4.6643282501334715
60,players,2,7.63795821090419,8.109100864958746
60,players,19,3.0216197504819786,5.630108804566064
65,players,11,3.0316445016912987,4.835299819544559
65,players,6,4.628456250487878,6.397744372414112
65,players,8,19.091201707002888,6.821094416730025
65,players,9,11.478119468942342,8.49058177097068
65,players,14,3.8423158422951387,4.886684491007033
65,players,1,3.1786340527993646,11.001574663599754
65,players,2,5.216258483450632,8.41096767534362
65,players,30,18.703973152727258,4.213060210679031
65,players,4,5.061948494264917,2.50018692731268
65,players,7,10.135995140620116,5.427617001547728
65,players,19,14.09322046881724,6.445688692807803
65,players,10,10.513184468719588,4.157897926974352
65,players,12,16.281317896453633,5.9853647473517295
70,players,1,5.521946658271416,11.32113176187935
70,players,10,4.151051283363709,4.398120802169011
70,players,11,5.975051153741317,5.181078242793478
70,players,8,12.052985355027282,7.518605143294104
70,players,9,7.510250631725652,8.925202756602951
70,players,12,5.736517995151914,6.317339168367465
70,players,30,13.886222150484565,5.016661029572814
70,players,17,4.4777440792334,4.315262101725936
70,players,14,12.974030854751266,5.637496461768102
70,players,6,5.17516008060063,6.697232803004426
70,players,4,4.017592965009568,2.732686520195178
70,players,2,4.86763362264259,8.692659435913214
70,players,44,6.84605420816028,0.39618369260186803
70,players,19,9.575155200531007,6.99980647061631
75,players,30,5.8425900206269095,5.354773877988722
75,players,8,16.5752255116682,8.477819582626754
75,players,11,5.579648984102443,5.503974596040147
75,players,12,9.286140911223686,6.8547315822114285
75,players,10,4.2794773752519415,4.645775742866461
75,players,6,4.36771536781722,6.949994109012367
75,players,9,10.751659955281434,9.547405300311368
75,players,44,7.685995910547442,0.8409751226104005
75,players,4,7.601112154972968,3.1725656958301878
75,players,14,1.9972024731961888,5.753075308596585
75,players,1,5.772062818201915,11.655163174969738
75,players,2,3.6073486939708044,8.901418040888377
75,players,17,5.240072007790709,4.618507009584194
75,players,19,10.821482083279307,7.62604964673201
80,players,4,8.984012616352848,3.6924738333506073
80,players,30,15.448600025093546,6.248790083144599
80,players,10,10.492478668695313,5.252979369527069
80,players,11,9.063519663291046,6.028483835813935
80,players,12,10.888434759410693,7.48484933449214
80,players,8,25.840993259191617,9.973247433274418
80,players,6,10.436685218364605,7.553968948038097
80,players,14,2.2383132115174194,5.882607323151991
80,players,44,11.097841437960751,1.483211316936833
80,players,9,10.985297781262819,10.183128551541856
80,players,1,3.0836586306603864,11.833615642021844
80,players,2,9.925824655384956,9.475829189926857
80,players,17,11.693879297203772,5.295236135579783
80,players,19,11.78906075084495,8.308286958702205
85,players,9,13.90580890108589,10.987862862947289
85,players,11,15.216186605942005,6.909050190324468
85,players,6,6.373032611457559,7.9227787056455945
85,players,30,13.13534061645445,7.008937109559787
85,players,2,9.092742295975178,10.002029554277273
85,players,4,16.350232339541744,4.638667834481495
85,players,10,9.275557549801016,5.789759320325739
85,players,14,8.594038425459225,6.379947509810511
85,players,8,25.42602773449258,11.444661075316812
85,players,44,6.915258830612025,1.8833999066713254
85,players,12,11.998563337105319,8.179210638722772
85,players,1,4.250184697441021,12.079575404605237
85,players,17,5.478155251118754,5.612259008908414
85,players,19,8.393259414556958,8.794007989637214
90,players,9,20.919180476767266,12.19846358498243
90,players,6,14.148573771701546,8.741561910026471
90,players,44,20.295404533939966,3.0579024838669255
90,players,11,11.540159776595788,7.576883510729317
90,players,14,4.796159404876467,6.657503030926047
90,players,8,28.81751458926019,13.11234131775085
90,players,10,11.33012983294122,6.44543813010243
90,players,4,16.82237080749197,5.612184663618762
90,players,2,16.521760757613578,10.958149968491021
90,players,1,8.864755024558518,12.592582061119039
90,players,19,14.165797351096044,9.613787928936754
90,players,17,12.5909168909347,6.340900032689357
95,players,9,16.506841263042926,13.153720602519638
95,players,10,14.193111795007043,7.26679876638756
95,players,11,19.375000663325036,8.698121975042108
95,players,2,9.609976847593584,11.514282887911946
95,players,1,8.438527923360247,13.08092279742461
95,players,6,3.6634576576521205,8.953567561510969
95,players,14,10.627035460030214,7.272493508937054
95,players,44,17.160994800066202,4.051015608870757
95,players,4,16.979318860756198,6.5947841347273375
95,players,17,5.914444392465592,6.6831711202163016
95,players,8,22.11152150030967,14.391943256426178
95,players,19,8.68016644101273,10.11611237575462
100,players,1,12.55975588695314,13.807760522364028
100,players,2,14.956045467792476,12.379794778409195
100,players,9,17.087674714114776,14.142590666993872
100,players,6,17.828844101778575,9.985329372956489
100,players,17,10.951711058901301,7.316950695384201
100,players,44,14.73821511042941,4.903921575909496
100,players,4,20.739733506728655,7.795000194144505
100,players,10,11.504784417258533,7.932584901645577
100,players,8,25.984650457665516,15.895684602355896
100,players,11,12.719933292669939,9.434229225775322
100,players,14,5.71703070731292,7.603340193388033
100,players,19,11.116727674457334,10.759441523582012
105,players,1,11.302552110145268,14.461843399108545
105,players,4,17.729058983241792,8.82098740382285
105,players,44,24.03867733594789,6.295048736554628
105,players,2,14.212361111530354,13.202269379770906
105,players,11,26.84905741713436,10.987994122600227
105,players,14,6.37947972559946,7.9725230478787426
105,players,6,11.15259204267571,10.630734005055778
105,players,8,26.718408172127397,17.44188877898364
105,players,9,17.385214374720547,15.148679461827237
105,players,10,12.200952462130228,8.638658539500335
105,players,17,10.512318106953652,7.92530243768476
105,players,19,10.957902361466198,11.393579391722417
110,players,1,12.92603019890397,15.20987755413771
110,players,9,15.150284133394699,16.025432015843133
110,players,44,11.267990190166746,6.947131502189278
110,players,6,14.956130994906143,11.496250845038773
110,players,11,18.097482550553323,12.035302140572064
110,players,4,23.265049891332637,10.167344457719414
110,players,8,23.45009435851897,18.798954424731264
110,players,10,20.465573605356102,9.823008863884368
110,players,17,10.881666252812927,8.555028493981805
110,players,2,15.09534307268876,14.075842474255209
110,players,14,23.4743684296862,9.330993443115213
110,players,19,17.24684246508282,12.391660552896191
115,players,44,14.354635366142984,7.77783956735959
115,players,1,16.595615523994265,16.170271971035525
115,players,2,19.922967579826686,15.228791986976661
115,players,4,22.721793199118867,11.482263045631386
115,players,6,11.950887058047018,12.18785310534242
115,players,10,19.27572605229408,10.938502269688424
115,players,9,26.51709615255674,17.559986191338314
115,players,11,39.68394033622542,14.33182646558511
115,players,14,14.270992970430749,10.156861091866993
115,players,19,18.149197029020186,13.441961306890414
115,players,17,17.796961514152365,9.58494524827303
115,players,8,32.16588736889567,20.660406240060873
120,players,44,24.149124233269475,9.17535833085898
120,players,6,20.895949937110732,13.397109467443736
120,players,2,17.748126699859654,16.255882652477798
120,players,4,20.333330069281917,12.65896038760372
120,players,9,9.117393555369567,18.08761313319998
120,players,11,21.290749639110395,15.563930032663258
120,players,1,14.561192982313433,17.01293360195644
120,players,10,10.770071366362384,11.561770288575136
120,players,17,14.83132567062497,10.443239557915678
120,players,8,13.60733122646723,21.447867537888836
120,players,14,20.3866851539138,11.336646112348117
120,players,19,8.781098890856438,13.950126751963126
125,players,4,24.73512779700221,14.09039139437468
125,players,9,23.667499525083883,19.457260096457148
125,players,44,17.31551703445635,10.177413714797426
125,players,1,17.609261031008128,18.03198805976941
125,players,6,16.759304897539437,14.366976649014305
125,players,8,29.5888213664255,23.16018358918661
125,players,2,20.26823382103931,17.42881285045461
125,players,11,23.214947084989074,16.907387618600126
125,players,10,26.067214655681003,13.070289655223343
125,players,17,21.066227704685712,11.662349957492397
130,players,10,12.035510536840635,13.766789107586806
130,players,9,10.939936968613218,20.0903583006593
130,players,4,11.102104234419178,14.732874278310977
130,players,11,10.059748404002182,17.489548984572473
130,players,6,8.950028030970968,14.88491808599179
130,players,1,5.376278923122815,18.343115312264946
130,players,2,6.562335282731303,17.80857762376082
130,players,44,4.666989851537217,10.447494146020645
130,players,8,12.05323342554932,23.857708671683675
130,players,17,7.837572214874192,12.11591316437169
135,players,11,3.090437680004657,17.66839375772089
135,players,1,2.545414780153633,18.490419408338653
135,players,6,1.0550167603568195,14.945972296660587
135,players,44,13.811343061596856,11.2467616843075
135,players,4,4.803486896118613,15.010853844058582
135,players,8,22.844680559008538,25.1797387966263
135,players,2,9.553472835939235,18.361440635099896
135,players,10,13.25495430439765,14.533858222424634
135,players,17,2.5899186162285726,12.265792713921956
140,players,1,4.304339823511944,18.739513148125223
140,players,6,10.165217139842468,15.534237177438508
140,players,11,1.2366328999244518,17.739958161651703
140,players,44,10.22111439770295,11.838261360100496
140,players,4,7.325506265926559,15.434783604818222
140,players,10,3.5352325380151672,14.738443438744955
140,players,17,0.7634978374289443,12.309976616550946
140,players,8,5.680225670717983,25.508455559978035
140,players,2,5.173261904057719,18.660819217510642
145,players,44,5.162880674659289,12.137039176921057
145,players,1,1.7098802676533895,18.83846455250331
145,players,11,2.054220062406993,17.858836637485442
145,players,6,3.8467164194269357,15.756848081340529
145,players,2,7.887167526342195,19.117252523433223
145,players,4,5.321785360815056,15.742757294680205
145,players,8,2.8149919147151956,25.671360184672203
145,players,10,12.747796383110641,15.476163136841636
145,players,17,3.786677252078333,12.529113031601776
150,players,44,6.417222091039169,12.508406196078417
150,players,11,5.501125470372636,18.177188805909786
150,players,1,0.9286106412352397,18.89220359424146
150,players,6,6.444074966295957,16.12976908633451
150,players,2,2.914426930060197,19.285911489293188
150,players,10,6.456752648315047,15.849817803989499
150,players,4,5.424417742829923,16.056670358501382
150,players,17,2.2337744116066283,12.658382384125307
150,players,8,17.033568246461698,26.657099087823923
155,players,6,1.8599540464611477,16.237405315875083
155,players,1,1.7841500054366242,18.995453015852377
155,players,11,4.885898797627038,18.45993757892061
155,players,2,9.396534269425922,19.829692407662744
155,players,44,10.43457439716395,13.112258881099478
155,players,10,5.735150766267559,16.181713102963315
155,players,17,5.792929625280144,12.99362136706976
155,players,8,5.052318013128326,26.949478602472553
155,players,4,10.674870957739536,16.674429094481678
160,players,11,1.2018965822718466,18.529491779283564
160,players,2,9.55160107738237,20.382447099640892
160,players,1,1.8475857726304425,19.102373488805526
160,players,44,7.941933013769331,13.571861486062982
160,players,8,6.430923235871313,27.321638511955847
160,players,10,9.202153866655886,16.714245155431826
160,players,17,5.339278692176679,13.302607402496651
160,players,4,0.4217769163076112,16.698837480842073
160,players,6,19.884767356471304,17.38814416752273
165,players,1,1.1933711580234823,19.17143431970966
165,players,2,8.942268320454014,20.899939479296794
165,players,4,4.2958204699379055,16.947438202481997
165,players,11,3.143370218700105,18.711399778050932
165,players,17,6.36450707599718,13.670923784209451
165,players,44,5.379885468020003,13.883197450647472
165,players,10,11.079534006583643,17.355421891923935
165,players,8,11.233641803016095,27.971733523704465
165,players,6,6.304266899013512,17.752974427882307
170,players,2,11.531347084802642,21.567262805963615
170,players,11,3.150827768826603,18.893739348006175
170,players,1,2.495093573407745,19.315826308911497
170,players,8,9.145443538846846,28.50098372849884
170,players,44,8.132508595116152,14.353828735087065
170,players,10,11.286971400666904,18.008603107240308
170,players,17,7.3793001439749295,14.097966616615407
170,players,6,4.419455412402993,18.008729949433405
170,players,85,20.52366066316034,1.18771184393289
170,players,4,3.7341879880330446,17.163537044382057
175,players,1,2.755905078481387,19.4753115565088
175,players,11,2.5351720825181623,19.040450695374123
175,players,2,9.237568829396881,22.1018443354426
175,players,17,7.7214691989148605,14.544810898960018
175,players,6,6.377160319061346,18.377778579008716
175,players,44,9.649669579545323,14.91225868760705
175,players,8,9.531726199472455,29.052588253931276
175,players,4,2.5506882639949944,17.311146318918805
175,players,10,5.888613888590262,18.349379373941133
175,players,85,11.502721216184735,1.8533785809806176
180,players,1,2.4997326152696577,19.61997200878135
180,players,44,7.011455018877893,15.318014186384707
180,players,6,8.996910602476943,18.89843312776317
180,players,4,9.902486461734899,17.88420687804698
180,players,11,4.865392431902972,19.322012757405545
180,players,2,13.408843954969473,22.877819101355186
180,players,17,6.139555215525578,14.900109233191822
180,players,8,9.146388637166792,29.581893151915466
180,players,10,6.062225541622815,18.700202611303563
180,players,85,7.604766115347944,2.293469212655846
185,players,2,5.990411300259328,23.224486421972045
185,players,11,0.34164736319979694,19.341784016849978
185,players,6,11.343926377398128,19.554910348677414
185,players,1,4.263709777775439,19.866714472772983
185,players,4,2.6945628359077842,18.0401422273472
185,players,8,13.776537123427815,30.37914645766939
185,players,17,7.279648959668537,15.321385214654121
185,players,10,5.300482387165476,19.006943490190455
185,players,44,2.141050640844006,15.441917579952069
185,players,93,8.610636606179591,0.4983007295242819
185,players,14,5.127429433217576,11.633372352696355
190,players,1,9.562195715699525,20.420082280394485
190,players,11,16.090943849889864,20.272972897051936
190,players,6,12.347622759560611,20.269471850966802
190,players,14,22.622402730617264,12.942539177384855
190,players,2,7.635074136133491,23.666330990035327
190,players,44,6.383650613346916,15.811341805261497
190,players,17,22.988417427719106,16.651733445424902
190,players,8,36.6500111917683,32.50009617941524
190,players,10,21.982105963135826,20.279056103797853
190,players,4,15.321953724611644,18.92682936418815
190,players,93,24.450193477050423,1.9132424816684037
195,players,1,13.025597018371172,21.173878404142815
195,players,6,17.715906381231502,21.294697914695476
195,players,11,5.33565652686901,20.58174931643093
195,players,2,23.216466325162337,25.009876494963702
195,players,44,16.27976368751195,16.75345775939992
195,players,10,18.65049005794535,21.35836687104006
195,players,4,23.371341136161192,20.279337531790073
195,players,17,20.865472445639764,17.859226063806833
195,players,8,36.54650304939213,34.61505584662543
195,players,14,24.331670178419007,14.350621942339659
195,players,100,27.814722989020574,1.609648321123876
200,players,11,2.7071465723318537,20.73841289121865
200,players,1,3.250035618343459,21.361959169093247
200,players,44,0.37610789766126884,16.7752232627368
200,players,4,2.7019846126913305,20.435702382061564
200,players,17,12.234589057141543,18.567246263872896
200,players,2,7.0577372674553205,25.418310364608107
200,players,6,4.320013769894314,21.54469871156436
200,players,8,6.634453091430206,34.99899410423134
200,players,100,6.8606862572245495,2.006678775824371
200,players,14,3.2334757627266395,14.537744382312265
200,players,10,2.552445359932539,21.50607782936949
205,players,4,4.527798113005955,20.69772773582348
205,players,11,8.56832664355343,21.2342651275354
205,players,44,2.888730604581995,16.942395172724186
205,players,2,7.011799914200033,25.824085822605795
205,players,1,4.0272072768806195,21.595015145764577
205,players,6,2.9024252456849697,21.712663135504464
205,players,10,2.2811292465884705,21.63808762373225
205,players,14,2.467737178501997,14.680553246808909
205,players,8,6.491544362697024,35.37466218077631
205,players,93,3.6764743541507254,2.1260014142002746
205,players,100,0.4806938892055696,2.034496709227471
210,players,1,4.0415524355217025,21.828901282079492
210,players,11,9.667405978562973,21.793721492035573
210,players,44,0.7503085654059045,16.985815807296287
210,players,4,5.199782131260665,20.998641053604768
210,players,2,6.767433795390661,26.215719722802014
210,players,6,4.3973076840685374,21.967136959813985
210,players,8,7.08241831545314,35.78452435180948
210,players,10,3.493802897807401,21.84027529142944
210,players,14,2.2220832649507964,14.809146028345413
210,players,93,2.3227137106050075,2.2604177168973236
210,players,100,0.0,2.034496709227471
215,players,1,4.291885850031476,22.077274305808167
215,players,9,2.892444475782843,20.257745133748585
215,players,11,3.8220793639616004,22.01490664041298
215,players,2,7.415952506750543,26.644883641016744
215,players,4,4.279473375990243,21.24629576286346
215,players,6,2.883827858005282,22.134025146041143
215,players,44,0.3751441526910249,17.007525538354795
215,players,10,4.315936173405444,22.09004011627929
215,players,17,6.97398620515405,18.970833428523015
215,players,93,5.095692799304958,2.555307346486731
215,players,8,10.45132225949468,36.38934624182653
215,players,14,1.7893361417383151,14.9126955735849
220,players,4,2.3794369890946903,21.38399466269533
220,players,2,5.948525826062184,26.989127033728675
220,players,6,0.7640316632460555,22.17823994136788
220,players,1,5.386061725561124,22.388967692704064
220,players,9,2.9687050448439627,20.429545194214093
220,players,17,2.2717935775690403,19.102302964261963
220,players,11,6.07427784170205,22.366427348844812
220,players,44,0.3751441526910249,17.029235269413302
220,players,14,4.6435009732188455,15.18141669472025
220,players,8,5.672431381089478,36.71761194675069
220,players,10,7.7840716635070955,22.540507226435953
220,players,93,2.624590597478312,2.7071933764333926
225,players,1,1.4989087381509276,22.475710096532243
225,players,11,4.955297122871737,22.65319222864063
225,players,2,6.318368583927194,27.354773363817053
225,players,9,2.980848363644049,20.602047993036088
225,players,4,0.4235680329784971,21.408506701640842
225,players,44,3.1471672012499683,17.21136300096712
225,players,6,2.7889407585685824,22.339636976007267
225,players,8,5.576216674799625,37.04030967098677
225,players,10,4.0604765076274525,22.77548850581254
225,players,17,2.271327721439554,19.23374554073416
225,players,14,0.8918081537277875,15.233025962875793
230,players,11,0.3289919265046219,22.672231113276315
230,players,9,2.114031629517782,20.724387786410958
230,players,6,3.0200854224970857,22.51441043795733
230,players,44,2.8201336296707087,17.374565178610098
230,players,1,4.068579790534093,22.711160315891856
230,players,4,0.42354012473342967,21.43301712552588
230,players,109,6.985617739195603,0.4042602858330789
230,players,10,4.394387783035641,23.029793354367843
230,players,2,4.996033515921556,27.643895673766217
230,players,17,6.645010329822698,19.618294749635936
230,players,110,2.3291743591045226,0.13479018281854876
230,players,8,3.7513027173795055,37.2573989486129
230,players,12,3.384991335129635,8.375101340987218
235,players,9,5.406272885084639,21.037250800594098
235,players,11,8.705169122119765,23.176002474510096
235,players,6,4.7688551211519865,22.790385850061032
235,players,1,3.7543052350162425,22.928423350325666
235,players,4,1.8302981614310516,21.5389371580161
235,players,44,1.5388179465204816,17.46361714310781
235,players,10,5.4170053785556505,23.343277461923147
235,players,8,4.821286814964533,37.536408602256685
235,players,109,7.309531898476183,0.8272656040319322
235,players,17,3.024894487362466,19.793346513950894
235,players,2,7.418055186035651,28.073181274809947
235,players,111,21.862524560467765,1.2651923935455884
240,players,9,1.8355626781215222,21.143475492615018
240,players,1,0.9483626434159235,22.98330544774557
240,players,44,1.4290126632122842,17.546314635191855
240,players,6,2.479655656234228,22.93388444127829
240,players,2,3.917462166227388,28.29988626128144
240,players,11,0.0,23.176002474510096
240,players,14,2.917111050447373,15.401840259776682
240,players,17,3.382180872313875,19.98907457369128
240,players,4,5.524774061889434,21.858657879190257
240,players,8,4.657859260461449,37.80596064279265
240,players,10,2.5869407494789587,23.4929846812217
240,players,109,13.699776598118953,1.6200767497564086
240,players,93,3.684708452354502,2.9204288192779817
245,players,1,0.2996292350905991,23.000645102554053
245,players,10,4.310222186846312,23.74241883555308
245,players,9,3.0794144256706946,21.321682345952443
245,players,44,4.2169207007282825,17.790349397965482
245,players,11,2.354371337320685,23.31225081579023
245,players,12,4.229304556989471,8.619852762109295
245,players,2,3.926292601917175,28.527102268336833
245,players,4,5.516355951290893,22.177891441186258
245,players,8,6.73784534022185,38.195882248129564
245,players,17,3.0419486108385336,20.165113266448138
245,players,6,3.584661735071156,23.141330143539353
245,players,14,4.481011663089762,15.661158064353636
250,players,1,1.0885246206503385,23.063638425508355
250,players,9,2.2961896025183695,21.454563688690776
250,players,11,4.455169671063402,23.57007313471751
250,players,4,0.0,22.177891441186258
250,players,8,2.129622681560176,38.31912430146059
250,players,44,5.554820874682041,18.111808939324398
250,players,6,0.7680365306866571,23.185776702028164
250,players,2,2.5538115689758216,28.674892289689602
250,players,12,3.0231906718435217,8.794805925989127
250,players,10,4.802993276206539,24.020369835333554
250,players,14,2.360819275620658,15.797779550211313
250,players,17,6.4723809883242325,20.539672351420606
255,players,1,1.7660852608117688,23.165842433657183
255,players,11,1.7946714981413923,23.6739314390081
255,players,9,2.7070894430271735,21.611223957384478
255,players,44,1.5152810936660104,18.19949881743007
255,players,6,2.4780495499048327,23.329182347277285
255,players,8,3.828812374204339,38.54069909163445
255,players,2,3.9990742059054747,28.906320195123946
255,players,4,0.4264043892166846,22.20256762111778
255,players,17,3.4219070638297486,20.73769938057742
255,players,10,7.612827937723675,24.460927007655528
255,players,12,8.197170225691542,9.269179202938869
255,players,93,4.758031642883885,3.195777872685614
255,players,109,5.0545401559456025,1.9125848606328901
255,players,14,4.848418553430743,16.078359327608926
260,players,1,1.288211537395765,23.24039171244166
260,players,6,1.5337325419421024,23.417940017528565
260,players,9,3.4428255404090082,21.81046154652852
